$csv_data = <<<'CSV'
"post_title","post_name","post_status","artsgruppe","vitenskapelig_navn","kort_beskrivelse","lang_beskrivelse","storrelse","vekt","kjennetegn","levested","utbredelse","sesong_aktiv_periode","mat_naering","rodlistestatus","status_i_norge","artsdatabanken_takson_id","kilde_artsdatabanken","kilde_snl","kilde_fuglevennen_miljolaere","kilde_birdlife_fugleatlas","sist_kontrollert","importstatus"
"Heipiplerke","heipiplerke","publish","Fugler","Anthus pratensis","Heipiplerke er en liten, brunstripet piplerke som hekker i åpne hei-, myr- og fjellområder.","Heipiplerke er en vanlig fugl i åpne landskap, særlig myr, hei, lyngmark, kystlandskap og fjellområder. Den har brunstripet drakt og lys underside med mørke streker. Arten synger ofte i en kort sangflukt og lever av insekter og andre smådyr.","Ca. 14–15 cm","Ca. 15–22 g","Liten brunstripet piplerke med lys underside og mørke streker. Ofte sett i åpent terreng eller i sangflukt.","Åpne hei-, myr-, kyst- og fjellområder, samt enger og beitemark.","Hekker vanlig i åpne landskap over store deler av Norge.","Trekkfugl. Ses i Norge vår til høst.","Insekter, larver, edderkopper og andre smådyr. Noe frø utenfor hekketiden.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203745","https://artsdatabanken.no/arter/takson/203745","https://snl.no/heipiplerke","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 3 - grunnfelt kontrollert"
"Hettemåke","hettemaake","publish","Fugler","Chroicocephalus ridibundus","Hettemåke er en liten måke med mørk hette i sommerdrakt, og er kritisk truet i Fastlands-Norge.","Hettemåke er en av de mindre måkeartene. I sommerdrakt har den mørk brun hette, mens vinterdrakten har hvitt hode med mørk øreflekk. Arten er særlig knyttet til ferskvann og våtmark, men bruker også kyst, fjæresone og marine områder. Den hekker spredt i kolonier og har hatt sterk tilbakegang i Norge.","Ca. 40 cm","Ca. 300 g","Liten måke med mørk brun hette i sommerdrakt, rødbrunt nebb og bein, lysegrå overside og hvit kropp.","Ferskvann, våtmark, saltvann, fjæresone og kyst.","Hekker spredt i Norge, ofte i kolonier ved ferskvann og våtmark.","Trekkfugl eller delvis overvintrende. Ses særlig vår til høst, men kan overvintre langs kysten.","Insekter, mark, småfisk, krepsdyr, avfall og annen lett tilgjengelig føde.","CR – Kritisk truet","Finnes i Norge. Etablert, men sterkt tilbakegått hekkefugl.","3620","https://artsdatabanken.no/arter/takson/3620","https://snl.no/hettem%C3%A5ke","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 3 - grunnfelt kontrollert"
"Horndykker","horndykker","publish","Fugler","Podiceps auritus","Horndykker er en liten dykker med rustbrun sommerdrakt og gule fjærtopper ved hodet.","Horndykker er en liten og kompakt vannfugl som hekker i næringsrike tjern, myrområder og skjermede deler av større innsjøer. I sommerdrakt har den rustbrune kroppssider, mørkt hode og tydelige gule fjærtopper som gir arten navn. Utenom hekketiden oppholder den seg ofte langs kysten.","31–38 cm","300–470 g","Rustbrun hals og kroppssider i sommerdrakt, mørkt hode og karakteristiske gule «horn». Kort nebb og kompakt kropp.","Ferskvann, våtmark og skjermede kystområder utenom hekketiden.","Hekker spredt på Østlandet og vanligere fra Trøndelag og nordover.","Hekker vår og sommer. Overvintrer hovedsakelig langs kysten.","Vanninsekter, småfisk, krepsdyr og andre smådyr som fanges ved dykking.","VU – Sårbar","Finnes i Norge. Etablert hekkefugl.","3878","https://artsdatabanken.no/arter/takson/3878","https://snl.no/horndykker","https://www.miljolare.no/artstre/?or_id=3140","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 4 - grunnfelt kontrollert"
"Hornugle","hornugle","publish","Fugler","Asio otus","Hornugle er en mellomstor ugle med lange fjærtopper og oransje øyne.","Hornugle er en skog- og kulturlandskapsugle som ofte bruker gamle kråkereir eller skjærereir som reirplass. Den jakter helst i åpent terreng nær skog og kantsoner, særlig etter smågnagere. Utenfor hekketiden kan flere hornugler samle seg på felles dagplasser.","35–40 cm","220–370 g","Lange fjærtopper, oransje øyne, brunspettet drakt og slank kroppsform. I hvile sitter den ofte oppreist og smal.","Skog, skogkanter, semi-naturlig mark og åpne kulturlandskap med trær.","Hekker spredt i Norge der det finnes egnet skog og åpne jaktområder.","Hele året noen steder, men mange trekker eller streifer utenfor hekketiden.","Smågnagere, småfugl og andre smådyr.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203606","https://artsdatabanken.no/arter/takson/203606","https://snl.no/hornugle","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 4 - grunnfelt kontrollert"
"Hortulan","hortulan","publish","Fugler","Emberiza hortulana","Hortulan er en svært fåtallig buskspurv i åpne, tørre og tradisjonelt drevne kulturlandskap.","Hortulan er en liten spurvefugl med grågrønt hode, gulaktig strupe og brunstripet rygg. Arten er knyttet til åpne og varme landskap med spredte trær, åkerkanter og semi-naturlig mark. Den har gått kraftig tilbake i Norge og er vurdert som kritisk truet.","15–16 cm","20–30 g","Grågrønt hode, gulaktig strupe, brunstripet overside og lys underside. Rolig, litt vemodig sang.","Semi-naturlig mark, tørre åpne områder, åkerkanter og kulturlandskap.","Svært fåtallig og lokal hekkefugl i Norge.","Trekkfugl. Hekker i Norge om sommeren der den fortsatt finnes.","Frø, insekter og andre smådyr. Ungene mates særlig med insekter.","CR – Kritisk truet","Finnes i Norge. Svært fåtallig etablert hekkefugl.","4115","https://artsdatabanken.no/arter/takson/4115","https://snl.no/hortulan","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 4 - grunnfelt kontrollert"
"Hubro","hubro","publish","Fugler","Bubo bubo","Hubro er Europas største ugle og en sterkt truet hekkefugl i Norge.","Hubro er en svært stor ugle med kraftig kropp, store fjærtopper og oransje øyne. Den hekker ofte i bergvegger, urer, kystklipper eller andre utilgjengelige steder. Arten jakter et bredt spekter av byttedyr, fra smågnagere og fugler til større pattedyr og sjøfugl.","60–75 cm","1,5–4,2 kg","Svært stor ugle med kraftig kropp, store fjærtopper, oransje øyne og dyp, bærende hoing.","Kyst, skog, fjell, bergvegger og åpne jaktområder.","Hekker spredt i Norge, særlig i kyst- og fjellnære områder med egnede reirplasser.","Hele året. Hovedsakelig standfugl.","Pattedyr, fugler, sjøfugl, kråkefugl, smågnagere og andre dyr.","EN – Sterkt truet","Finnes i Norge. Etablert, men truet hekkefugl.","203601","https://artsdatabanken.no/arter/takson/203601","https://snl.no/hubro","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 4 - grunnfelt kontrollert"
"Hvitkinngås","hvitkinngaas","publish","Fugler","Branta leucopsis","Hvitkinngås er en svart-hvit gås som hekker både på Svalbard og i Fastlands-Norge.","Hvitkinngås er en mellomstor gås med svart hals og bryst, hvitt ansikt og grå kropp. Arten hekker i kolonier eller løse grupper, ofte på øyer, holmer, klipper eller andre trygge steder. Den beiter på gras, urter og andre plantedeler.","58–70 cm","1,4–2,2 kg","Svart hals og bryst, hvitt ansikt og grå rygg. Mindre enn kanadagås.","Kyst, tundra, våtmark, fjæresone og åpne beiteområder.","Hekker på Svalbard og lokalt i Fastlands-Norge. Opptrer også langs kysten under trekk og overvintring.","Hekker vår og sommer. Mange trekker, men flere overvintrer også i milde kystområder.","Planteføde som gras, urter, røtter og andre plantedeler.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","3461","https://artsdatabanken.no/arter/takson/3461","https://snl.no/hvitkinng%C3%A5s","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 4 - grunnfelt kontrollert"
"Hvitryggspett","hvitryggspett","publish","Fugler","Dendrocopos leucotos","Hvitryggspett er en skogspett knyttet til eldre løvskog og død ved.","Hvitryggspett er en mellomstor spett som trenger skog med mye døde og svekkede trær. Den lever i stor grad av insektlarver i død ved og er derfor knyttet til naturskogpregede løv- og blandingsskoger. Arten har hvit rygg, mørke vinger og rød isse hos hannen.","24–26 cm","90–110 g","Svart-hvit spett med lys rygg, stripete sider og rød isse hos hannen. Hunnen mangler rødt på hodet.","Skog, særlig eldre løvskog og blandingsskog med mye død ved.","Hekker spredt i egnede skogområder i Norge, særlig i områder med rik tilgang på død ved.","Hele året. Hovedsakelig standfugl.","Insektlarver og andre smådyr fra død ved, bark og svekkede trær.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203614","https://artsdatabanken.no/arter/takson/203614","https://snl.no/hvitryggspett","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 4 - grunnfelt kontrollert"
"Hønsehauk","honsehauk","publish","Fugler","Astur gentilis","Hønsehauk er en kraftig skogrovfugl som jakter fugler og pattedyr.","Hønsehauk er en mellomstor til stor rovfugl med brede vinger, lang stjert og kraftig kroppsbygning. Den er sterkt knyttet til skog og hekker ofte i eldre skogbestand. Arten jakter særlig fugler og små til mellomstore pattedyr, og er vurdert som sårbar i Norge.","48–62 cm","0,6–1,4 kg","Bredvinget hauk med lang stjert, kraftige klør og tverrstripet underside hos voksne fugler. Hunnen er betydelig større enn hannen.","Skog og skogkanter, ofte eldre skog med egnede reirtrær.","Hekker spredt i skogområder over store deler av Norge.","Hele året. Hovedsakelig standfugl, men ungfugler kan streife.","Fugler, ekorn, hareunger og andre små til mellomstore dyr.","VU – Sårbar","Finnes i Norge. Etablert hekkefugl.","223139","https://artsdatabanken.no/arter/takson/223139","https://snl.no/h%C3%B8nsehauk","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 4 - grunnfelt kontrollert"
"Isfugl","isfugl","publish","Fugler","Alcedo atthis","Isfugl er en liten, fargesterk fugl som opptrer sjeldent i Norge ved isfrie vassdrag.","Isfugl er en liten og svært fargerik fugl med blågrønn overside og oransje underside. Den lever ved elver, bekker, dammer og innsjøer der den fanger småfisk ved å stupe fra en sitteplass. I Norge opptrer den fåtallig og uregelmessig.","16–17 cm","35–45 g","Sterkt blågrønn overside, oransje underside, stort hode og langt spisst nebb. Flyr lavt og raskt over vann.","Ferskvann, bekker, elver, dammer og isfrie vannkanter.","Forekommer fåtallig og uregelmessig i Norge, særlig i Sør-Norge.","Kan observeres hele året ved isfrie vassdrag, men er ikke vanlig hekkefugl.","Småfisk og vannlevende smådyr.","NA – Ikke egnet","Finnes i Norge, men er ikke egnet for ordinær rødlistekategori i Artsdatabanken-visningen.","203848","https://artsdatabanken.no/arter/takson/203848","https://snl.no/isfugl","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 4 - grunnfelt kontrollert"
"Jaktfalk","jaktfalk","publish","Fugler","Falco rusticolus","Jaktfalk er verdens største falk og en fjelltilknyttet rovfugl i Norge.","Jaktfalk er en stor og kraftig falk som hekker i fjell- og kystnære områder. Den bruker ofte gamle reirplasser fra ravn eller rovfugl i bergvegger. Rype er en svært viktig del av dietten, og arten er nært knyttet til åpne jaktområder i fjellet.","50–60 cm","0,8–2,1 kg","Stor falk med kraftig kroppsbygning, spisse vinger og lang stjert. Drakten varierer fra mørk gråbrun til lysere grå.","Fjell, kyst og åpne landskap med gode jaktmuligheter.","Hekker spredt i norske fjell- og kystområder.","Hele året i hekkeområdene, men noen individer streifer utenfor hekketiden.","Særlig ryper, men også andre fugler og smådyr.","VU – Sårbar","Finnes i Norge. Etablert hekkefugl.","3838","https://artsdatabanken.no/arter/takson/3838","https://snl.no/jaktfalk","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 4 - grunnfelt kontrollert"
"Jernspurv","jernspurv","publish","Fugler","Prunella modularis","Jernspurv er en liten, brungrå sangfugl som holder til i skog og tett vegetasjon.","Jernspurv er en diskret spurvefugl med grått hode og bryst, brunstripet overside og tynt nebb. Den oppholder seg ofte lavt i busker, kratt og skogbunn. Arten hekker i skog, hager og tett vegetasjon og lever av smådyr og frø.","13–14,5 cm","18–25 g","Brunstripet overside, grått hode og bryst, tynt nebb og lav, skjult atferd i busker og kratt.","Skog, skogkanter, hager, parker og tett vegetasjon.","Hekker i store deler av Norge i egnede skog- og buskområder.","Trekkfugl eller delvis trekkfugl. Ses i Norge vår til høst, noen overvintrer.","Insekter, edderkopper og andre smådyr, samt frø utenfor hekketiden.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203741","https://artsdatabanken.no/arter/takson/203741","https://snl.no/jernspurv","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 4 - grunnfelt kontrollert"
"Jerpe","jerpe","publish","Fugler","Tetrastes bonasia","Jerpe er en liten skogshøne som lever skjult i tett bar- og blandingsskog.","Jerpe er en liten hønsefugl med brungrå, fint mønstret fjærdrakt som gir god kamuflasje. Den trives i fuktig og tett skog, ofte med gran, bjørk, or og rik undervegetasjon. Arten lever av knopper, blader, bær, frø og smådyr.","34–39 cm","300–450 g","Liten skogshøne med brungrå kamuflasjedrakt, kort topp på hodet og svart strupeflekk hos hannen.","Skog, særlig tett bar- og blandingsskog med rik undervegetasjon.","Hekker i skogområder i store deler av Norge.","Hele året. Standfugl.","Knopper, blader, bær, frø og insekter.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","223879","https://artsdatabanken.no/arter/takson/223879","https://snl.no/jerpe","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 4 - grunnfelt kontrollert"
"Jordugle","jordugle","publish","Fugler","Asio flammeus","Jordugle er en dag- og skumringsaktiv ugle i åpne myr-, våtmarks- og fjellområder.","Jordugle er en mellomstor ugle med lange vinger, gulaktige øyne og små, lite synlige fjærtopper. Den jakter ofte lavt over myrer, enger og fjellområder på jakt etter smågnagere. Bestanden og hekkingen varierer sterkt med smågnagerår.","34–42 cm","250–450 g","Mellomstor ugle med lange vinger, lys ansiktsskive og små fjærtopper. Flyr ofte lavt og vuggende over åpent terreng.","Fjell, våtmark, myr, enger og andre åpne landskap.","Hekker spredt i Norge, særlig i åpne områder med god tilgang på smågnagere.","Trekkfugl eller delvis trekkfugl. Ses oftest vår til høst, men kan overvintre.","Smågnagere, særlig mus og lemen, samt fugler og andre smådyr.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203607","https://artsdatabanken.no/arter/takson/203607","https://snl.no/jordugle","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 4 - grunnfelt kontrollert"
"Kaie","kaie","publish","Fugler","Coloeus monedula","Kaie er en liten kråkefugl med grå nakke og sosial opptreden.","Kaie er en sosial kråkefugl som ofte opptrer i par eller flokker. Den hekker i hulrom i trær, bygninger, piper eller berg, og er knyttet til kulturlandskap, byer, parker og åpne områder med tilgang på hulrom. Arten er altetende.","32–34 cm","180–260 g","Liten kråkefugl med svart kropp, grå nakke og lyse øyne. Kortere nebb og mer kompakt enn kråke.","Semi-naturlig mark, sterkt endret mark, kulturlandskap, parker og bymiljø.","Hekker i store deler av Norge, særlig i Sør-Norge og i områder med egnede hulrom.","Hele året. Mange er standfugler, men flokker kan streife.","Insekter, frø, korn, avfall, egg og andre smådyr.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203786","https://artsdatabanken.no/arter/takson/203786","https://snl.no/kaie","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 4 - grunnfelt kontrollert"
"Kanadagås","kanadagaas","publish","Fugler","Branta canadensis","Kanadagås er en innført nordamerikansk gås som hekker lokalt og er vurdert som fremmedart med høy risiko.","Kanadagås er en stor gås med svart hals og hode, tydelig hvitt kinnfelt og brungrå kropp. Arten ble innført fra Nord-Amerika og har etablert hekkebestander i Norge. Den holder til ved vann, jordbruksområder, parker og kystnære miljøer.","80–110 cm","3–6 kg","Stor gås med svart hals og hode, hvitt kinnfelt og brungrå kropp. Betydelig større enn hvitkinngås.","Ferskvann, kyst, våtmark, parker, jordbruksområder og kulturlandskap.","Innført art som hekker lokalt i Norge, særlig i Sør-Norge og nordover til deler av Trøndelag.","Hele året mange steder. En del fugler overvintrer i Norge.","Planteføde som gras, urter, røtter, korn og andre plantedeler.","HI – Høy risiko (fremmedart)","Finnes i Norge som innført og etablert fremmedart.","3457","https://artsdatabanken.no/arter/takson/3457","https://snl.no/kanadag%C3%A5s","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 4 - grunnfelt kontrollert"
